name,rg_label,agent_type,genome_type,is_dna,is_enveloped,is_segmented,is_vector_borne,is_zoonotic,host_breadth,infects_humans,taxonomic_family,ncbi_tax_id,source_count,feature_sources,n_real_features
Betabaculovirus alterclanastomosis,1,Virus,dsDNA,1.0,,,,,,,Baculoviridae,3047764.0,1,ictv,3
Betabaculovirus arrapae,1,Virus,dsDNA,1.0,,,,,1.0,0.0,Baculoviridae,2848030.0,2,ictv|virushostdb,5
Betabaculovirus chofumiferanae,1,Virus,dsDNA,1.0,,,,,,,Baculoviridae,3051997.0,1,ictv,3
Betabaculovirus clanachoretae,1,Virus,dsDNA,1.0,,,,,,,Baculoviridae,3047762.0,1,ictv,3
Betabaculovirus clanastomosis,1,Virus,dsDNA,1.0,,,,,,,Baculoviridae,3047763.0,1,ictv,3
Betabaculovirus cryleucotretae,1,Virus,dsDNA,1.0,,,,,,,Baculoviridae,3047776.0,1,ictv,3
Betabaculovirus cypomonellae,1,Virus,dsDNA,1.0,,,,,,,Baculoviridae,3047787.0,1,ictv,3
Betabaculovirus disaccharalis,1,Virus,dsDNA,1.0,,,,,,,Baculoviridae,3047795.0,1,ictv,3
Betabaculovirus epaporemae,1,Virus,dsDNA,1.0,,,,,,,Baculoviridae,3047824.0,1,ictv,3
Betabaculovirus erellonis,1,Virus,dsDNA,1.0,,,,,,,Baculoviridae,3047828.0,1,ictv,3
Betabaculovirus habrilliantis,1,Virus,dsDNA,1.0,,,,,,,Baculoviridae,3047862.0,1,ictv,3
Betabaculovirus helarmigerae,1,Virus,dsDNA,1.0,,,,,,,Baculoviridae,3047946.0,1,ictv,3
Betabaculovirus lacoleraceae,1,Virus,dsDNA,1.0,,,,,,,Baculoviridae,3048171.0,1,ictv,3
Betabaculovirus myunipunctae,1,Virus,dsDNA,1.0,,,,,,,Baculoviridae,3051999.0,1,ictv,3
Betabaculovirus phoperculellae,1,Virus,dsDNA,1.0,,,,,,,Baculoviridae,3048268.0,1,ictv,3
Betabaculovirus plinterpunctellae,1,Virus,dsDNA,1.0,,,,,,,Baculoviridae,3048275.0,1,ictv,3
Betabaculovirus pluxylostellae,1,Virus,dsDNA,1.0,,,,,,,Baculoviridae,3048276.0,1,ictv,3
Betabaculovirus spliturae,1,Virus,dsDNA,1.0,,,,,,,Baculoviridae,3048337.0,1,ictv,3
Betabaculovirus spofrugiperdae,1,Virus,dsDNA,1.0,,,,,,,Baculoviridae,3048334.0,1,ictv,3
Betabaculovirus trini,1,Virus,dsDNA,1.0,,,,,,,Baculoviridae,3048435.0,1,ictv,3
Betabaculovirus xecnigri,1,Virus,dsDNA,1.0,,,,,,,Baculoviridae,3048452.0,1,ictv,3
Betacoronavirus cameli,3,Virus,ssRNA+,0.0,1.0,0.0,0.0,0.0,1.0,,Coronaviridae,3433633.0,2,ictv|olival,8
Betacoronavirus gravedinis (excluding human coronavirus OC43),1,Virus,ssRNA+,0.0,1.0,0.0,0.0,0.0,1.0,,Coronaviridae,,2,ictv|olival,8
Betacoronavirus gravedinis (human coronavirus OC43),2,Virus,ssRNA+,0.0,1.0,0.0,0.0,0.0,1.0,,Coronaviridae,,2,ictv|olival,8
Betacoronavirus muris,2,Virus,ssRNA+,0.0,1.0,0.0,0.0,0.0,1.0,,Coronaviridae,3433759.0,2,ictv|olival,8
Betainfluenzavirus influenzae,2,Virus,ssRNA-,0.0,1.0,,,,,,Orthomyxoviridae,2955465.0,1,ictv,4
Betapolyomavirus hominis,2,Virus,dsDNA,1.0,0.0,0.0,0.0,0.0,1.0,1.0,Polyomaviridae,1891762.0,3,ictv|olival|virushostdb,9
Betapolyomavirus macacae,2,Virus,dsDNA,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Polyomaviridae,1891767.0,3,ictv|olival|virushostdb,9
Betapolyomavirus quartihominis,2,Virus,dsDNA,1.0,0.0,,,,,,Polyomaviridae,1891765.0,1,ictv,4
Betapolyomavirus secuhominis,2,Virus,dsDNA,1.0,0.0,,,,,,Polyomaviridae,2898086.0,1,ictv,4
Betapolyomavirus tertihominis,2,Virus,dsDNA,1.0,0.0,,,,1.0,1.0,Polyomaviridae,1891764.0,2,ictv|virushostdb,6
Betaretrovirus maspfimon,1,Virus,other,0.0,1.0,,,,,,Retroviridae,3427294.0,1,ictv,4
Betaretrovirus murmamtum,1,Virus,other,0.0,1.0,,,,,,Retroviridae,3427295.0,1,ictv,4
Bocaparvovirus primate1,2,Virus,ssDNA,1.0,0.0,0.0,0.0,0.0,1.0,1.0,Parvoviridae,3052040.0,3,ictv|olival|virushostdb,9
Bocaparvovirus primate2,2,Virus,ssDNA,1.0,0.0,,,,,,Parvoviridae,3052041.0,1,ictv,4
Bocaparvovirus ungulate1,1,Virus,ssDNA,1.0,0.0,0.0,0.0,0.0,1.0,,Parvoviridae,3052045.0,2,ictv|olival,8
Bourbon virus,3,Virus,,,1.0,0.0,0.0,1.0,1.0,0.0,,1618189.0,2,olival|virushostdb,6
Bovine viral diarrhea virus,1,Virus,,,1.0,0.0,0.0,0.0,1.0,0.0,,11099.0,2,olival|virushostdb,6
Calbertado virus,1,Virus,,,1.0,0.0,0.0,0.0,1.0,,,537023.0,1,olival,5
Calchaqui virus,3,Virus,,,1.0,0.0,0.0,0.0,1.0,,,1552845.0,1,olival,5
Capripoxvirus goatpox,1,Virus,dsDNA,1.0,1.0,0.0,0.0,0.0,1.0,,Poxviridae,3427717.0,2,ictv|olival,8
Capripoxvirus lumpyskinpox,1,Virus,dsDNA,1.0,1.0,,,,,,Poxviridae,3427718.0,1,ictv,4
Capripoxvirus sheeppox,1,Virus,dsDNA,1.0,1.0,0.0,0.0,0.0,2.0,,Poxviridae,3427719.0,2,ictv|olival,8
Cardiovirus rueckerti,1,Virus,ssRNA+,0.0,0.0,,,,,,Picornaviridae,3427730.0,1,ictv,4
Cardiovirus theileri,1,Virus,ssRNA+,0.0,0.0,,,,,,Picornaviridae,3427732.0,1,ictv,4
Cell fusing agent virus,1,Virus,,,1.0,0.0,0.0,1.0,2.0,0.0,,31658.0,2,olival|virushostdb,6
ChimeriVax-West Nile virus vaccine,1,Virus,,,1.0,0.0,0.0,1.0,25.0,,,,1,olival,5
Chloriridovirus simulium1,1,Virus,dsDNA,1.0,,,,,,,Iridoviridae,3427924.0,1,ictv,3
Circovirus porcine1,1,Virus,ssDNA,1.0,0.0,,,,,,Circoviridae,3048278.0,1,ictv,4
Circovirus porcine2,1,Virus,ssDNA,1.0,0.0,,,,,,Circoviridae,3048279.0,1,ictv,4
"Cold-adapted, temperature-sensitive and attenuated influenza A/Norway/31694/2022 (H1N1) virus",2,Virus,,,1.0,1.0,0.0,1.0,22.0,,,,1,olival,5
"Cold-adapted, temperature-sensitive, and attenuated influenza A/Thailand/8/2022 (H3N2)-like virus",2,Virus,,,1.0,1.0,0.0,1.0,22.0,,,,1,olival,5
Coltivirus dermacentoris,2,Virus,dsRNA,0.0,,,,,,,Spinareoviridae,3428066.0,1,ictv,3
Coltivirus ixodis,2,Virus,dsRNA,0.0,,,,,,,Spinareoviridae,3428067.0,1,ictv,3
Culex flavivirus,1,Virus,,,,,,,1.0,0.0,,390844.0,1,virushostdb,2
Culex theileri flavivirus,1,Virus,,,,,,,3.0,0.0,,1244563.0,1,virushostdb,2
Curiovirus rochambeau,3,Virus,ssRNA-,0.0,1.0,,,,,,Rhabdoviridae,1985691.0,1,ictv,4
Cytomegalovirus cercopithecinebeta5,2,Virus,dsDNA,1.0,,,,,,,Orthoherpesviridae,3050258.0,1,ictv,3
Cytomegalovirus humanbeta5,2,Virus,dsDNA,1.0,,,,,,,Orthoherpesviridae,3050295.0,1,ictv,3
Cyvirus cyprinidallo3,1,Virus,dsDNA,1.0,1.0,,,,,,Alloherpesviridae,3050271.0,1,ictv,4
Deltaarterivirus hemfev,2,Virus,ssRNA+,0.0,1.0,,,,,,Arteriviridae,2499622.0,1,ictv,4
Deltabaculovirus cunigripalpi,1,Virus,dsDNA,1.0,,,,,,,Baculoviridae,3047782.0,1,ictv,3
Deltacoronavirus suis,2,Virus,ssRNA+,0.0,1.0,0.0,0.0,0.0,7.0,,Coronaviridae,3433742.0,2,ictv|olival,8
Deltapapillomavirus 3,1,Virus,dsDNA,1.0,0.0,0.0,0.0,0.0,2.0,,Papillomaviridae,2012639.0,2,ictv|olival,8
Deltapolyomavirus septihominis,2,Virus,dsDNA,1.0,0.0,,,,,,Polyomaviridae,2955745.0,1,ictv,4
Deltapolyomavirus sextihominis,2,Virus,dsDNA,1.0,0.0,,,,,,Polyomaviridae,2955746.0,1,ictv,4
Deltaretrovirus bovleu,1,Virus,other,0.0,1.0,,,,,,Retroviridae,3428211.0,1,ictv,4
Dengue virus quadrivalent vaccine V181,1,Virus,,,1.0,0.0,0.0,1.0,25.0,,,,1,olival,5
Dependoparvovirus anseriform1,1,Virus,ssDNA,1.0,0.0,,,,,,Parvoviridae,1737584.0,1,ictv,4
Dependoparvovirus primate1,1,Virus,ssDNA,1.0,0.0,,,,,,Parvoviridae,2876790.0,1,ictv,4
Dependoparvovirus primate1 AAV9-GP-AAV-syn-jGCaMP8f-WPRE,1,Virus,ssDNA,1.0,0.0,,,,,,Parvoviridae,,1,ictv,4
Dependoparvovirus primate1 AAV9-hDlx-GiDREADD-dTomato-Fishell-5,1,Virus,ssDNA,1.0,0.0,,,,,,Parvoviridae,,1,ictv,4
Dependoparvovirus primate1 encoding Human Tau gene insert (Tau E14 P301),2,Virus,ssDNA,1.0,0.0,,,,,,Parvoviridae,,1,ictv,4
Dependoparvovirus primate1 encoding antisense RNA to DMPK transgene,2,Virus,ssDNA,1.0,0.0,,,,,,Parvoviridae,,1,ictv,4
Dianlovirus menglaense,4,Virus,ssRNA-,0.0,1.0,,,,1.0,0.0,Filoviridae,3052181.0,2,ictv|virushostdb,6
Ebolaviruses,4,Virus,,,1.0,0.0,0.0,0.0,1.0,,,,1,olival,5
Elephantpox virus,2,Virus,,,1.0,0.0,0.0,0.0,2.0,,,160797.0,1,olival,5
Enterovirus SV-16 ATCC VR-211,2,Virus,,,1.0,0.0,0.0,1.0,3.0,,,,1,olival,5
Enterovirus SV-18 ATCC VR-212,2,Virus,,,1.0,0.0,0.0,1.0,3.0,,,,1,olival,5
Enterovirus SV-2 ATCC VR-210,2,Virus,,,1.0,0.0,0.0,1.0,3.0,,,,1,olival,5
Enterovirus SV-26 ATCC VR-290,2,Virus,,,1.0,0.0,0.0,1.0,3.0,,,,1,olival,5
Enterovirus SV-28 ATCC VR-291,2,Virus,,,1.0,0.0,0.0,1.0,3.0,,,,1,olival,5
Enterovirus SV-35 ATCC VR-292,2,Virus,,,1.0,0.0,0.0,1.0,3.0,,,,1,olival,5
Enterovirus SV-4 ATCC VR-287,2,Virus,,,1.0,0.0,0.0,1.0,3.0,,,,1,olival,5
Enterovirus alphacoxsackie,2,Virus,ssRNA+,0.0,0.0,0.0,0.0,1.0,3.0,,Picornaviridae,3428500.0,2,ictv|olival,8
Enterovirus alphacoxsackie simian virus 19 (SV-19) ATCC VR-213,2,Virus,ssRNA+,0.0,0.0,0.0,0.0,1.0,3.0,,Picornaviridae,,2,ictv|olival,8
Enterovirus alpharhino,2,Virus,ssRNA+,0.0,0.0,0.0,0.0,1.0,3.0,,Picornaviridae,3428501.0,2,ictv|olival,8
Enterovirus betacoxsackie,2,Virus,ssRNA+,0.0,0.0,0.0,0.0,1.0,3.0,,Picornaviridae,3428502.0,2,ictv|olival,8
Enterovirus betarhino,2,Virus,ssRNA+,0.0,0.0,0.0,0.0,1.0,3.0,,Picornaviridae,3428503.0,2,ictv|olival,8
Enterovirus cerhino,2,Virus,ssRNA+,0.0,0.0,0.0,0.0,1.0,3.0,,Picornaviridae,3428504.0,2,ictv|olival,8
Enterovirus coxsackiepol coxsackievirus A21,2,Virus,ssRNA+,0.0,0.0,0.0,0.0,1.0,3.0,,Picornaviridae,,2,ictv|olival,8
Enterovirus coxsackiepol novel oral polio vaccine 1 (nOPV1),3,Virus,ssRNA+,0.0,0.0,0.0,0.0,1.0,3.0,,Picornaviridae,,2,ictv|olival,8
Enterovirus coxsackiepol novel oral polio vaccine 2 (nOPV2),3,Virus,ssRNA+,0.0,0.0,0.0,0.0,1.0,3.0,,Picornaviridae,,2,ictv|olival,8
Enterovirus coxsackiepol novel oral polio vaccine 3 (nOPV3),3,Virus,ssRNA+,0.0,0.0,0.0,0.0,1.0,3.0,,Picornaviridae,,2,ictv|olival,8
Enterovirus coxsackiepol poliovirus 1,3,Virus,ssRNA+,0.0,0.0,0.0,0.0,1.0,3.0,,Picornaviridae,,2,ictv|olival,8
Enterovirus coxsackiepol poliovirus 2,3,Virus,ssRNA+,0.0,0.0,0.0,0.0,1.0,3.0,,Picornaviridae,,2,ictv|olival,8
Enterovirus coxsackiepol poliovirus 3,3,Virus,ssRNA+,0.0,0.0,0.0,0.0,1.0,3.0,,Picornaviridae,,2,ictv|olival,8
Enterovirus coxsackiepol poliovirus Sabin oral vaccine 1 (OPV1),3,Virus,ssRNA+,0.0,0.0,0.0,0.0,1.0,3.0,,Picornaviridae,,2,ictv|olival,8
Enterovirus coxsackiepol poliovirus Sabin oral vaccine 2 (OPV2),3,Virus,ssRNA+,0.0,0.0,0.0,0.0,1.0,3.0,,Picornaviridae,,2,ictv|olival,8
Enterovirus coxsackiepol poliovirus Sabin oral vaccine 3 (OPV3),3,Virus,ssRNA+,0.0,0.0,0.0,0.0,1.0,3.0,,Picornaviridae,,2,ictv|olival,8
Enterovirus coxsackiepol vaccine-derived poliovirus 1,3,Virus,ssRNA+,0.0,0.0,0.0,0.0,1.0,3.0,,Picornaviridae,,2,ictv|olival,8
Enterovirus coxsackiepol vaccine-derived poliovirus 2,3,Virus,ssRNA+,0.0,0.0,0.0,0.0,1.0,3.0,,Picornaviridae,,2,ictv|olival,8
Enterovirus coxsackiepol vaccine-derived poliovirus 3,3,Virus,ssRNA+,0.0,0.0,0.0,0.0,1.0,3.0,,Picornaviridae,,2,ictv|olival,8
Enterovirus deconjuncti,2,Virus,ssRNA+,0.0,0.0,0.0,0.0,1.0,3.0,,Picornaviridae,3428506.0,2,ictv|olival,8
Enterovirus eibovi,1,Virus,ssRNA+,0.0,0.0,0.0,0.0,1.0,3.0,,Picornaviridae,3428507.0,2,ictv|olival,8
Env pseudotyped Human immunodeficiency virus,3,Virus,,,1.0,0.0,0.0,0.0,1.0,,,,1,olival,5
Ephemerovirus adelaide,2,Virus,ssRNA-,0.0,1.0,,,,,,Rhabdoviridae,1972589.0,1,ictv,4
Ephemerovirus berrimah,3,Virus,ssRNA-,0.0,1.0,0.0,0.0,0.0,1.0,,Rhabdoviridae,1972594.0,2,ictv|olival,8
Ephemerovirus febris,1,Virus,ssRNA-,0.0,1.0,,,,,,Rhabdoviridae,1972593.0,1,ictv,4
Ephemerovirus kimberley,3,Virus,ssRNA-,0.0,1.0,,,,,,Rhabdoviridae,1972595.0,1,ictv,4
Ephemerovirus kotonkan,2,Virus,ssRNA-,0.0,1.0,0.0,0.0,1.0,4.0,,Rhabdoviridae,1972587.0,2,ictv|olival,8
Ephemerovirus puchong,2,Virus,ssRNA-,0.0,1.0,,,,,,Rhabdoviridae,2845987.0,1,ictv,4
Ephemerovirus yata,2,Virus,ssRNA-,0.0,1.0,,,,,,Rhabdoviridae,1972597.0,1,ictv,4
Eptesicus fuscus gammaherpesvirus,2,Virus,,,,,,,1.0,0.0,,2035399.0,1,virushostdb,2
Equine parapoxvirus,2,Virus,,,1.0,0.0,0.0,0.0,2.0,,,1686431.0,1,olival,5
Erbovirus aequirhi,1,Virus,ssRNA+,0.0,0.0,,,,,,Picornaviridae,3428567.0,1,ictv,4
Erythroparvovirus primate1,2,Virus,ssDNA,1.0,0.0,0.0,0.0,0.0,1.0,,Parvoviridae,3052189.0,2,ictv|olival,8
Farmington virus,2,Virus,,,1.0,1.0,0.0,0.0,3.0,0.0,,1027468.0,2,olival|virushostdb,6
Gammabaculovirus nelecontei,1,Virus,dsDNA,1.0,,,,,,,Baculoviridae,3048221.0,1,ictv,3
Gammabaculovirus nesertiferis,1,Virus,dsDNA,1.0,,,,,,,Baculoviridae,3048222.0,1,ictv,3
Gammacoronavirus galli,1,Virus,ssRNA+,0.0,1.0,,,,,,Coronaviridae,3433766.0,1,ictv,4
Gammainfluenzavirus influenzae,2,Virus,ssRNA-,0.0,1.0,0.0,,1.0,3.0,,Orthomyxoviridae,2955935.0,2,ictv|olival,7
Gammaretrovirus felleu,1,Virus,other,0.0,1.0,,,,,,Retroviridae,3428951.0,1,ictv,4
Gammaretrovirus gibleu,1,Virus,other,0.0,1.0,,,,,,Retroviridae,3428953.0,1,ictv,4
Gammaretrovirus momursar,1,Virus,other,0.0,1.0,,,,,,Retroviridae,3428958.0,1,ictv,4
Gammaretrovirus murleu,1,Virus,other,0.0,1.0,,,,,,Retroviridae,3428959.0,1,ictv,4
Gammaretrovirus murleu genetically modified Moloney strain SinVec-COL7A1,2,Virus,other,0.0,1.0,,,,,,Retroviridae,,1,ictv,4
Gammaretrovirus porConc,1,Virus,other,0.0,1.0,,,,,,Retroviridae,3428960.0,1,ictv,4
Guaico Culex virus,2,Virus,,,1.0,0.0,0.0,0.0,1.0,,,1665361.0,1,olival,5
Gyrovirus chickenanemia,1,Virus,other,0.0,0.0,,,,,,Anelloviridae,3047743.0,1,ictv,4
Hamster parvovirus H-1,1,Virus,,,1.0,0.0,0.0,0.0,1.0,,,,1,olival,5
Hapavirus bangoran,2,Virus,ssRNA-,0.0,1.0,,,,,,Rhabdoviridae,2955980.0,1,ictv,4
Hapavirus graylodge,3,Virus,ssRNA-,0.0,1.0,,,,,,Rhabdoviridae,1972613.0,1,ictv,4
Hapavirus joinjakaka,2,Virus,ssRNA-,0.0,1.0,,,,,,Rhabdoviridae,1972615.0,1,ictv,4
Hapavirus kamese,2,Virus,ssRNA-,0.0,1.0,,,,,,Rhabdoviridae,1972616.0,1,ictv,4
Hapavirus lajoya,2,Virus,ssRNA-,0.0,1.0,,,,,,Rhabdoviridae,1972617.0,1,ictv,4
Hapavirus landjia,2,Virus,ssRNA-,0.0,1.0,,,,,,Rhabdoviridae,1972618.0,1,ictv,4
Hapavirus manitoba,2,Virus,ssRNA-,0.0,1.0,,,,,,Rhabdoviridae,1972619.0,1,ictv,4
Hapavirus marco,2,Virus,ssRNA-,0.0,1.0,,,,,,Rhabdoviridae,1972620.0,1,ictv,4
Hapavirus mosqueiro,3,Virus,ssRNA-,0.0,1.0,,,,,,Rhabdoviridae,1972621.0,1,ictv,4
Hapavirus mossuril,2,Virus,ssRNA-,0.0,1.0,,,,,,Rhabdoviridae,1972622.0,1,ictv,4
Hapavirus ngaingan,2,Virus,ssRNA-,0.0,1.0,,,,3.0,0.0,Rhabdoviridae,1972623.0,2,ictv|virushostdb,6
Henipavirus cedarense,2,Virus,ssRNA-,0.0,1.0,,,,,,Paramyxoviridae,3052221.0,1,ictv,4
Henipavirus hendraense,4,Virus,ssRNA-,0.0,1.0,,,,3.0,1.0,Paramyxoviridae,3052223.0,2,ictv|virushostdb,6
Henipavirus nipahense,4,Virus,ssRNA-,0.0,1.0,,,,,,Paramyxoviridae,3467512.0,1,ictv,4
"Henipavirus nipahense virus-like particles composed of M, G, F proteins",1,Virus,ssRNA-,0.0,1.0,,,,,,Paramyxoviridae,,1,ictv,4
Hepacivirus hominis,2,Virus,ssRNA+,0.0,,,,,1.0,1.0,Hepaciviridae,3052230.0,2,ictv|virushostdb,5
Hepatitis delta virus,2,Virus,,,1.0,0.0,0.0,1.0,6.0,,,2691025.0,1,olival,5
Hepatovirus ahepa,2,Virus,ssRNA+,0.0,0.0,0.0,0.0,1.0,6.0,,Picornaviridae,3407641.0,2,ictv|olival,8
Horsepox virus,2,Virus,,,1.0,0.0,0.0,1.0,2.0,0.0,,397342.0,2,olival|virushostdb,6
Human alphaherpesvirus 2 ACAM-529,1,Virus,,,1.0,0.0,0.0,0.0,1.0,,,,1,olival,5
Human coronavirus,3,Virus,,,1.0,0.0,0.0,0.0,1.0,,,694448.0,1,olival,5
Human immunodeficiency virus 1 and 2,3,Virus,,,1.0,0.0,0.0,0.0,1.0,,,,1,olival,5
Human immunodeficiency virus 1 from 8E5 cells,2,Virus,,,1.0,0.0,0.0,0.0,1.0,,,,1,olival,5
Human torovirus,2,Virus,ssRNA+,0.0,1.0,0.0,0.0,0.0,1.0,,Tobaniviridae,67605.0,2,ictv|olival,8
Ictavirus ictaluridallo1,1,Virus,dsDNA,1.0,1.0,,,,,,Alloherpesviridae,3050301.0,1,ictv,4
Iltovirus gallidalpha1,1,Virus,dsDNA,1.0,,,,,,,Orthoherpesviridae,3050286.0,1,ictv,3
Influenza A-like virus H17N10,2,Virus,,,1.0,1.0,0.0,1.0,22.0,,,,1,olival,5
Influenza A-like virus H18N11,2,Virus,,,1.0,1.0,0.0,1.0,22.0,,,,1,olival,5
Isavirus salaris,1,Virus,ssRNA-,0.0,1.0,,,,6.0,0.0,Orthomyxoviridae,2907958.0,2,ictv|virushostdb,6
Isla Vista virus,3,Virus,,,1.0,1.0,0.0,0.0,2.0,,,42097.0,1,olival,5
Jingmen tick virus,2,Virus,,,1.0,1.0,0.0,1.0,2.0,,,3058444.0,1,olival,5
Juncopox virus,1,Virus,,,1.0,0.0,0.0,1.0,16.0,,,2169710.0,1,olival,5
Juquitiba virus,3,Virus,,,1.0,0.0,0.0,0.0,1.0,,,430511.0,1,olival,5
Kamiti River virus,1,Virus,,,1.0,1.0,0.0,1.0,1.0,0.0,,218849.0,2,olival|virushostdb,6
Kannamangalam virus,2,Virus,,,1.0,1.0,0.0,1.0,6.0,,,1272944.0,1,olival,5
Kappapapillomavirus 2,1,Virus,dsDNA,1.0,0.0,0.0,0.0,0.0,1.0,,Papillomaviridae,31554.0,2,ictv|olival,8
La Tina virus,2,Virus,,,1.0,1.0,0.0,0.0,2.0,,,2045187.0,1,olival,5
Lagovirus europaeus (Rabbit hemorrhagic disease virus),1,Virus,ssRNA+,0.0,0.0,0.0,0.0,0.0,3.0,,Caliciviridae,,2,ictv|olival,8
Ledantevirus barur,2,Virus,ssRNA-,0.0,1.0,0.0,0.0,0.0,1.0,,Rhabdoviridae,1978534.0,2,ictv|olival,8
Ledantevirus elgon,2,Virus,ssRNA-,0.0,1.0,,,,,,Rhabdoviridae,1978542.0,1,ictv,4
Ledantevirus kern,2,Virus,ssRNA-,0.0,1.0,,,,,,Rhabdoviridae,1978537.0,1,ictv,4
Ledantevirus keuraliba,2,Virus,ssRNA-,0.0,1.0,0.0,0.0,0.0,1.0,,Rhabdoviridae,1978538.0,2,ictv|olival,8
Ledantevirus ledantec,2,Virus,ssRNA-,0.0,1.0,,,,,,Rhabdoviridae,1978540.0,1,ictv,4
Ledantevirus nkolbisson,2,Virus,ssRNA-,0.0,1.0,,,,,,Rhabdoviridae,1978533.0,1,ictv,4
Lentivirus bovimdef,1,Virus,other,0.0,1.0,,,,,,Retroviridae,3418645.0,1,ictv,4
Lentivirus capartenc,1,Virus,other,0.0,1.0,,,,,,Retroviridae,3418647.0,1,ictv,4
Lentivirus equinfane,1,Virus,other,0.0,1.0,,,,,,Retroviridae,3418648.0,1,ictv,4
Lentivirus felimdef,1,Virus,other,0.0,1.0,,,,,,Retroviridae,3418649.0,1,ictv,4
Lentivirus simimdef,2,Virus,other,0.0,1.0,,,,,,Retroviridae,3418654.0,1,ictv,4
Leporipoxvirus myxoma,1,Virus,dsDNA,1.0,1.0,0.0,0.0,0.0,3.0,,Poxviridae,3430367.0,2,ictv|olival,8
Leporipoxvirus shope,1,Virus,dsDNA,1.0,1.0,,,,,,Poxviridae,3430368.0,1,ictv,4
Leporipoxvirus squirrelfibroma,1,Virus,dsDNA,1.0,1.0,,,,,,Poxviridae,3430369.0,1,ictv,4
Long Pine Key virus,2,Virus,,,1.0,0.0,0.0,0.0,2.0,,,2045185.0,1,olival,5
Lymphocryptovirus humangamma4,2,Virus,dsDNA,1.0,,,,,,,Orthoherpesviridae,3050299.0,1,ictv,3
Lymphocystivirus platichthys1,1,Virus,dsDNA,1.0,,,,,,,Iridoviridae,3430560.0,1,ictv,3
Lyssavirus australis,3,Virus,ssRNA-,0.0,1.0,,,,,,Rhabdoviridae,446562.0,1,ictv,4
Lyssavirus bokeloh,3,Virus,ssRNA-,0.0,1.0,,,,1.0,0.0,Rhabdoviridae,1072176.0,2,ictv|virushostdb,6
Lyssavirus duvenhage,3,Virus,ssRNA-,0.0,1.0,0.0,,1.0,2.0,1.0,Rhabdoviridae,38767.0,3,ictv|olival|virushostdb,8
Lyssavirus hamburg,3,Virus,ssRNA-,0.0,1.0,,,,,,Rhabdoviridae,2951618.0,1,ictv,4
Lyssavirus helsinki,3,Virus,ssRNA-,0.0,1.0,,,,,,Rhabdoviridae,2951619.0,1,ictv,4
Lyssavirus ikoma,3,Virus,ssRNA-,0.0,1.0,1.0,0.0,1.0,10.0,,Rhabdoviridae,2956142.0,2,ictv|olival,8
Lyssavirus lagos,3,Virus,ssRNA-,0.0,1.0,1.0,0.0,1.0,2.0,0.0,Rhabdoviridae,38766.0,3,ictv|olival|virushostdb,9
Lyssavirus mokola,3,Virus,ssRNA-,0.0,1.0,0.0,0.0,1.0,5.0,1.0,Rhabdoviridae,12538.0,3,ictv|olival|virushostdb,9
Lyssavirus rabies,3,Virus,ssRNA-,0.0,1.0,0.0,0.0,1.0,140.0,,Rhabdoviridae,574748.0,2,ictv|olival,8
Lyssavirus rabies CTN-1,3,Virus,ssRNA-,0.0,1.0,0.0,0.0,1.0,140.0,,Rhabdoviridae,,2,ictv|olival,8
Lyssavirus rabies CVS-11,3,Virus,ssRNA-,0.0,1.0,0.0,0.0,1.0,140.0,,Rhabdoviridae,,2,ictv|olival,8
Lyssavirus rabies CVS-N2cdeltaG,2,Virus,ssRNA-,0.0,1.0,0.0,0.0,1.0,140.0,,Rhabdoviridae,,2,ictv|olival,8
Lyssavirus rabies Flury low-egg-passage (LEP) strain,2,Virus,ssRNA-,0.0,1.0,0.0,0.0,1.0,140.0,,Rhabdoviridae,,2,ictv|olival,8
Lyssavirus rabies Pitman-Moore strain,2,Virus,ssRNA-,0.0,1.0,0.0,0.0,1.0,140.0,,Rhabdoviridae,,2,ictv|olival,8
Lyssavirus rabies Street Alabama Dufferin (SAD) strain,3,Virus,ssRNA-,0.0,1.0,0.0,0.0,1.0,140.0,,Rhabdoviridae,,2,ictv|olival,8
Macavirus alcelaphinegamma1,1,Virus,dsDNA,1.0,,,,,,,Orthoherpesviridae,3050134.0,1,ictv,3
Macavirus alcelaphinegamma2,1,Virus,dsDNA,1.0,,,,,,,Orthoherpesviridae,3050135.0,1,ictv,3
Macavirus ovinegamma2,1,Virus,dsDNA,1.0,,,,,,,Orthoherpesviridae,3050332.0,1,ictv,3
Macrobrachium rosenbergii nodavirus,1,Virus,,,,,,,1.0,0.0,,222557.0,1,virushostdb,2
Magpiepox virus,1,Virus,,,1.0,0.0,0.0,1.0,2.0,,,2670734.0,1,olival,5
Mamastrovirus hominis,2,Virus,ssRNA+,0.0,0.0,,,,,,Astroviridae,3430629.0,1,ictv,4
Mammarenavirus allpahuayoense,3,Virus,other,0.0,1.0,,,,2.0,0.0,Arenaviridae,144752.0,2,ictv|virushostdb,6
Mammarenavirus amapariense,2,Virus,other,0.0,1.0,,,,,,Arenaviridae,3052296.0,1,ictv,4
Mammarenavirus bearense,3,Virus,other,0.0,1.0,,,,1.0,0.0,Arenaviridae,3052298.0,2,ictv|virushostdb,6
Mammarenavirus brazilense,4,Virus,other,0.0,1.0,,,,,,Arenaviridae,3052299.0,1,ictv,4
Mammarenavirus caliense,2,Virus,other,0.0,1.0,,,,,,Arenaviridae,3052300.0,1,ictv,4
