name,rg_label,rg_label_raw,genome_type_enc,taxonomic_family_enc,is_dna,is_enveloped,is_segmented,is_vector_borne,is_zoonotic,infects_humans,host_breadth
Erythroparvovirus primate1,1,2,3,32,1.0,0.0,0.0,0.0,0.0,,1.0
Farmington virus,1,2,6,47,,1.0,1.0,0.0,0.0,0.0,3.0
Gammabaculovirus nelecontei,0,1,0,8,1.0,,,,,,
Gammabaculovirus nesertiferis,0,1,0,8,1.0,,,,,,
Gammacoronavirus galli,0,1,4,13,0.0,1.0,,,,,
Gammainfluenzavirus influenzae,1,2,5,29,0.0,1.0,0.0,,1.0,,3.0
Gammaretrovirus felleu,0,1,2,40,0.0,1.0,,,,,
Gammaretrovirus gibleu,0,1,2,40,0.0,1.0,,,,,
Gammaretrovirus momursar,0,1,2,40,0.0,1.0,,,,,
Gammaretrovirus murleu,0,1,2,40,0.0,1.0,,,,,
Gammaretrovirus murleu genetically modified Moloney strain SinVec-COL7A1,1,2,2,40,0.0,1.0,,,,,
Gammaretrovirus porConc,0,1,2,40,0.0,1.0,,,,,
Guaico Culex virus,1,2,6,47,,1.0,0.0,0.0,0.0,,1.0
Gyrovirus chickenanemia,0,1,2,3,0.0,0.0,,,,,
Hamster parvovirus H-1,0,1,6,47,,1.0,0.0,0.0,0.0,,1.0
Hapavirus bangoran,1,2,5,41,0.0,1.0,,,,,
Hapavirus graylodge,2,3,5,41,0.0,1.0,,,,,
Hapavirus joinjakaka,1,2,5,41,0.0,1.0,,,,,
Hapavirus kamese,1,2,5,41,0.0,1.0,,,,,
Hapavirus lajoya,1,2,5,41,0.0,1.0,,,,,
Hapavirus landjia,1,2,5,41,0.0,1.0,,,,,
Hapavirus manitoba,1,2,5,41,0.0,1.0,,,,,
Hapavirus marco,1,2,5,41,0.0,1.0,,,,,
Hapavirus mosqueiro,2,3,5,41,0.0,1.0,,,,,
Hapavirus mossuril,1,2,5,41,0.0,1.0,,,,,
Hapavirus ngaingan,1,2,5,41,0.0,1.0,,,,0.0,3.0
Henipavirus cedarense,1,2,5,31,0.0,1.0,,,,,
Henipavirus hendraense,3,4,5,31,0.0,1.0,,,,1.0,3.0
Henipavirus nipahense,3,4,5,31,0.0,1.0,,,,,
"Henipavirus nipahense virus-like particles composed of M, G, F proteins",0,1,5,31,0.0,1.0,,,,,
Hepacivirus hominis,1,2,4,19,0.0,,,,,1.0,1.0
Hepatitis delta virus,1,2,6,47,,1.0,0.0,0.0,1.0,,6.0
Hepatovirus ahepa,1,2,4,36,0.0,0.0,0.0,0.0,1.0,,6.0
Horsepox virus,1,2,6,47,,1.0,0.0,0.0,1.0,0.0,2.0
Human alphaherpesvirus 2 ACAM-529,0,1,6,47,,1.0,0.0,0.0,0.0,,1.0
Human coronavirus,2,3,6,47,,1.0,0.0,0.0,0.0,,1.0
Human immunodeficiency virus 1 and 2,2,3,6,47,,1.0,0.0,0.0,0.0,,1.0
Human immunodeficiency virus 1 from 8E5 cells,1,2,6,47,,1.0,0.0,0.0,0.0,,1.0
Human torovirus,1,2,4,44,0.0,1.0,0.0,0.0,0.0,,1.0
Ictavirus ictaluridallo1,0,1,0,1,1.0,1.0,,,,,
Iltovirus gallidalpha1,0,1,0,28,1.0,,,,,,
Influenza A-like virus H17N10,1,2,6,47,,1.0,1.0,0.0,1.0,,22.0
Influenza A-like virus H18N11,1,2,6,47,,1.0,1.0,0.0,1.0,,22.0
Isavirus salaris,0,1,5,29,0.0,1.0,,,,0.0,6.0
Isla Vista virus,2,3,6,47,,1.0,1.0,0.0,0.0,,2.0
Jingmen tick virus,1,2,6,47,,1.0,1.0,0.0,1.0,,2.0
Juncopox virus,0,1,6,47,,1.0,0.0,0.0,1.0,,16.0
Juquitiba virus,2,3,6,47,,1.0,0.0,0.0,0.0,,1.0
Kamiti River virus,0,1,6,47,,1.0,1.0,0.0,1.0,0.0,1.0
Kannamangalam virus,1,2,6,47,,1.0,1.0,0.0,1.0,,6.0
Kappapapillomavirus 2,0,1,0,30,1.0,0.0,0.0,0.0,0.0,,1.0
La Tina virus,1,2,6,47,,1.0,1.0,0.0,0.0,,2.0
Lagovirus europaeus (Rabbit hemorrhagic disease virus),0,1,4,11,0.0,0.0,0.0,0.0,0.0,,3.0
Ledantevirus barur,1,2,5,41,0.0,1.0,0.0,0.0,0.0,,1.0
Ledantevirus elgon,1,2,5,41,0.0,1.0,,,,,
Ledantevirus kern,1,2,5,41,0.0,1.0,,,,,
Ledantevirus keuraliba,1,2,5,41,0.0,1.0,0.0,0.0,0.0,,1.0
Ledantevirus ledantec,1,2,5,41,0.0,1.0,,,,,
Ledantevirus nkolbisson,1,2,5,41,0.0,1.0,,,,,
Lentivirus bovimdef,0,1,2,40,0.0,1.0,,,,,
Lentivirus capartenc,0,1,2,40,0.0,1.0,,,,,
Lentivirus equinfane,0,1,2,40,0.0,1.0,,,,,
Lentivirus felimdef,0,1,2,40,0.0,1.0,,,,,
Lentivirus simimdef,1,2,2,40,0.0,1.0,,,,,
Leporipoxvirus myxoma,0,1,0,39,1.0,1.0,0.0,0.0,0.0,,3.0
Leporipoxvirus shope,0,1,0,39,1.0,1.0,,,,,
Leporipoxvirus squirrelfibroma,0,1,0,39,1.0,1.0,,,,,
Long Pine Key virus,1,2,6,47,,1.0,0.0,0.0,0.0,,2.0
Lymphocryptovirus humangamma4,1,2,0,28,1.0,,,,,,
Lymphocystivirus platichthys1,0,1,0,22,1.0,,,,,,
Lyssavirus australis,2,3,5,41,0.0,1.0,,,,,
Lyssavirus bokeloh,2,3,5,41,0.0,1.0,,,,0.0,1.0
Lyssavirus duvenhage,2,3,5,41,0.0,1.0,0.0,,1.0,1.0,2.0
Lyssavirus hamburg,2,3,5,41,0.0,1.0,,,,,
Lyssavirus helsinki,2,3,5,41,0.0,1.0,,,,,
Lyssavirus ikoma,2,3,5,41,0.0,1.0,1.0,0.0,1.0,,10.0
Lyssavirus lagos,2,3,5,41,0.0,1.0,1.0,0.0,1.0,0.0,2.0
Lyssavirus mokola,2,3,5,41,0.0,1.0,0.0,0.0,1.0,1.0,5.0
Lyssavirus rabies,2,3,5,41,0.0,1.0,0.0,0.0,1.0,,140.0
Lyssavirus rabies CTN-1,2,3,5,41,0.0,1.0,0.0,0.0,1.0,,140.0
Lyssavirus rabies CVS-11,2,3,5,41,0.0,1.0,0.0,0.0,1.0,,140.0
Lyssavirus rabies CVS-N2cdeltaG,1,2,5,41,0.0,1.0,0.0,0.0,1.0,,140.0
Lyssavirus rabies Flury low-egg-passage (LEP) strain,1,2,5,41,0.0,1.0,0.0,0.0,1.0,,140.0
Lyssavirus rabies Pitman-Moore strain,1,2,5,41,0.0,1.0,0.0,0.0,1.0,,140.0
Lyssavirus rabies Street Alabama Dufferin (SAD) strain,2,3,5,41,0.0,1.0,0.0,0.0,1.0,,140.0
Macavirus alcelaphinegamma1,0,1,0,28,1.0,,,,,,
Macavirus alcelaphinegamma2,0,1,0,28,1.0,,,,,,
Macavirus ovinegamma2,0,1,0,28,1.0,,,,,,
Macrobrachium rosenbergii nodavirus,0,1,6,47,,,,,,0.0,1.0
Magpiepox virus,0,1,6,47,,1.0,0.0,0.0,1.0,,2.0
Mamastrovirus hominis,1,2,4,7,0.0,0.0,,,,,
Mammarenavirus allpahuayoense,2,3,2,4,0.0,1.0,,,,0.0,2.0
Mammarenavirus amapariense,1,2,2,4,0.0,1.0,,,,,
Mammarenavirus bearense,2,3,2,4,0.0,1.0,,,,0.0,1.0
Mammarenavirus brazilense,3,4,2,4,0.0,1.0,,,,,
Mammarenavirus caliense,1,2,2,4,0.0,1.0,,,,,
Mammarenavirus chapareense,3,4,2,4,0.0,1.0,,,,1.0,1.0
Mammarenavirus choriomeningitidis,2,3,2,4,0.0,1.0,,,,0.0,3.0
Mammarenavirus choriomeningitidis Armstrong strain,1,2,2,4,0.0,1.0,,,,,
Mammarenavirus choriomeningitidis Clone 13,1,2,2,4,0.0,1.0,,,,,
Mammarenavirus flexalense,2,3,2,4,0.0,1.0,,,,0.0,1.0
Mammarenavirus guanaritoense,3,4,2,4,0.0,1.0,,,,1.0,2.0
Mammarenavirus ippyense,1,2,2,4,0.0,1.0,,,,0.0,1.0
Mammarenavirus juninense,3,4,2,4,0.0,1.0,,,,1.0,5.0
Mammarenavirus lassaense,3,4,2,4,0.0,1.0,,,,1.0,3.0
Mammarenavirus latinum,1,2,2,4,0.0,1.0,,,,0.0,1.0
Mammarenavirus lujoense,3,4,2,4,0.0,1.0,,,,1.0,1.0
Mammarenavirus machupoense,3,4,2,4,0.0,1.0,,,,1.0,3.0
Mammarenavirus oliverosense,2,3,2,4,0.0,1.0,,,,0.0,1.0
Mammarenavirus paranaense,1,2,2,4,0.0,1.0,,,,,
Mammarenavirus piritalense,2,3,2,4,0.0,1.0,,,,0.0,1.0
Mammarenavirus praomyidis,2,3,2,4,0.0,1.0,,,,0.0,1.0
Mammarenavirus tacaribeense,1,2,2,4,0.0,1.0,,,,0.0,1.0
Mammarenavirus tamiamiense,1,2,2,4,0.0,1.0,,,,0.0,1.0
Mammarenavirus whitewaterense,2,3,2,4,0.0,1.0,,,,0.0,2.0
Mardivirus gallidalpha2,0,1,0,28,1.0,,,,,,
Mastadenovirus adami,1,2,0,0,1.0,0.0,0.0,0.0,1.0,,2.0
Mastadenovirus adami Adenovirus 12-SV40 hybrid virus,1,2,0,0,1.0,0.0,0.0,0.0,1.0,,2.0
Mastadenovirus blackbeardi,1,2,0,0,1.0,0.0,,,,,
Mastadenovirus blackbeardi THEO-260,1,2,0,0,1.0,0.0,,,,,
Mastadenovirus bosprimum,1,2,0,0,1.0,0.0,0.0,0.0,1.0,,5.0
Mastadenovirus bostertium,1,2,0,0,1.0,0.0,0.0,0.0,1.0,,5.0
Mastadenovirus caesari,1,2,0,0,1.0,0.0,0.0,0.0,1.0,,2.0
Mastadenovirus caesari Replication-competent human adenovirus type 5 expressing rabies glycoprotein and chronic wasting disease agent epitope,1,2,0,0,1.0,0.0,0.0,0.0,1.0,,2.0
Mastadenovirus caesari Replication-incompetent human adenovirus type 5 expressing rabies glycoprotein and chronic wasting disease agent epitope,1,2,0,0,1.0,0.0,0.0,0.0,1.0,,2.0
Mastadenovirus caesari recombinant replication-incompetent adenovirus 5 encoding tick antigens rAd5-Tick,0,1,0,0,1.0,0.0,0.0,0.0,1.0,,2.0
Mastadenovirus caesari replication-incompetent human adenovirus 5 encoding Flp recombinase,0,1,0,0,1.0,0.0,0.0,0.0,1.0,,2.0
Mastadenovirus canidae,1,2,0,0,1.0,0.0,0.0,0.0,1.0,,2.0
Mastadenovirus dominans,1,2,0,0,1.0,0.0,0.0,0.0,1.0,,2.0
Mastadenovirus encephalomyelitidis,1,2,0,0,1.0,0.0,,,,,
Mastadenovirus equi,0,1,0,0,1.0,0.0,0.0,0.0,1.0,,3.0
Mastadenovirus equidae,0,1,0,0,1.0,0.0,0.0,0.0,1.0,,2.0
Mastadenovirus exoticum,1,2,0,0,1.0,0.0,0.0,0.0,1.0,,5.0
Mastadenovirus faecale,1,2,0,0,1.0,0.0,0.0,0.0,1.0,,2.0
Mastadenovirus simiae,1,2,0,0,1.0,0.0,0.0,0.0,1.0,,2.0
Megalocytivirus pagrus1 (Red sea bream iridovirus),0,1,0,22,1.0,,,,,,
Mercadeo virus,0,1,6,47,,1.0,0.0,,0.0,0.0,1.0
Metaavulavirus delawarense,0,1,5,31,0.0,1.0,,,,,
Metaavulavirus falklandense,1,2,5,31,0.0,1.0,,,,,
Metaavulavirus galliense,1,2,5,31,0.0,1.0,,,,,
Metaavulavirus hongkongense,0,1,5,31,0.0,1.0,,,,,
Metaavulavirus kunitachiense,0,1,5,31,0.0,1.0,,,,,
Metaavulavirus tennessense,0,1,5,31,0.0,1.0,,,,,
Metaavulavirus yucaipaense,0,1,5,31,0.0,1.0,,,,0.0,1.0
Metapneumovirus avis,0,1,5,37,0.0,1.0,0.0,0.0,1.0,,3.0
Metapneumovirus hominis,1,2,5,37,0.0,1.0,0.0,0.0,1.0,,3.0
Mitchell River virus,1,2,6,47,,1.0,0.0,0.0,0.0,,1.0
Mobatvirus novaense,2,3,5,18,0.0,1.0,,,,,
Modified Vaccinia Ankara virus clone 33 (MVA-N33) MVA-HPV-IL2,1,2,6,47,,1.0,0.0,0.0,1.0,,10.0
Modified Vaccinia virus Ankara (MVA),1,2,6,47,,1.0,0.0,0.0,1.0,,10.0
Molluscipoxvirus molluscum,1,2,0,39,1.0,1.0,,,,,
Mopeia mammarenavirus,2,3,6,47,,1.0,1.0,,0.0,0.0,1.0
Morbillivirus canis,0,1,5,31,0.0,1.0,0.0,0.0,0.0,0.0,7.0
Morbillivirus caprinae,0,1,5,31,0.0,1.0,,,,,
Morbillivirus hominis,1,2,5,31,0.0,1.0,0.0,0.0,0.0,,5.0
Morbillivirus pecoris,0,1,5,31,0.0,1.0,0.0,0.0,0.0,,5.0
Morbillivirus phocae,0,1,5,31,0.0,1.0,,,,,
Murine leukemia virus (B10 xenotropic virus 1),0,1,6,47,,1.0,0.0,0.0,0.0,,3.0
Murine rotavirus,0,1,1,42,0.0,1.0,1.0,0.0,1.0,,6.0
Muromegalovirus muridbeta1,0,1,0,28,1.0,,,,,,
Muromegalovirus muridbeta2,0,1,0,28,1.0,,,,,,
Nairobi sheep disease virus,0,1,6,47,,1.0,0.0,0.0,0.0,1.0,6.0
Nanay virus,1,2,6,47,,1.0,0.0,0.0,0.0,0.0,2.0
Negevirus,0,1,6,47,,1.0,1.0,0.0,1.0,,27.0
Nhumirim virus,1,2,6,47,,1.0,1.0,0.0,1.0,0.0,1.0
Norovirus norwalkense (except murine norovirus 1),1,2,4,11,0.0,0.0,0.0,0.0,0.0,,1.0
Norovirus norwalkense (murine norovirus 1),0,1,4,11,0.0,0.0,0.0,0.0,0.0,,1.0
Novirhabdovirus piscine,0,1,5,41,0.0,1.0,,,,,
Novirhabdovirus salmonid,0,1,5,41,0.0,1.0,,,,,
Okhotskiy virus,1,2,6,47,,1.0,0.0,0.0,0.0,,2.0
Orbivirus alphaequi,0,1,1,42,0.0,,,,,,
"Orbivirus alphaequi experimentally neuroadapted strains, serotypes 1 and 6",1,2,1,42,0.0,,,,,,
Orbivirus alphamitchellense,1,2,1,42,0.0,,,,,,
Orbivirus betamitchellense,1,2,1,42,0.0,,,,,,
Orbivirus caerulinguae,0,1,1,42,0.0,,,,,,
Orbivirus chenudaense,1,2,1,42,0.0,,,,,,
Orbivirus deltamitchellense,1,2,1,42,0.0,,,,,,
Orbivirus eubenangeense,1,2,1,42,0.0,,,,,,
Orbivirus gammamitchellense,1,2,1,42,0.0,,,,,,
Orbivirus lebomboense,1,2,1,42,0.0,,,,,,
Orbivirus magninsulae,1,2,1,42,0.0,,,,,,
Orbivirus orungoense,2,3,1,42,0.0,,,,,,
Orbivirus palyamense,1,2,1,42,0.0,,,,,,
Orbivirus ruminantium,0,1,1,42,0.0,,,,,,
Orbivirus trinidadense,1,2,1,42,0.0,,,,,,
Orbivirus umatillaense,1,2,1,42,0.0,,,,,,
Orbivirus wadmedaniense,1,2,1,42,0.0,,,,,,
Orthoavulavirus italiense,1,2,5,31,0.0,1.0,,,,,
Orthoavulavirus javaense,1,2,5,31,0.0,1.0,,,,,
Orthoavulavirus javaense Newcastle disease virus Lentogenic strain La Sota,1,2,5,31,0.0,1.0,0.0,0.0,0.0,,1.0
"Orthoavulavirus javaense Newcastle disease virus Lentogenic strains: Hitchner B1, N79, V4",1,2,5,31,0.0,1.0,0.0,0.0,0.0,,1.0
"Orthoavulavirus javaense Newcastle disease virus Mesogenic strains: NJ-Roakin, Mukteswar, Komorov, Roakin",1,2,5,31,0.0,1.0,0.0,0.0,0.0,,1.0
Orthoavulavirus newyorkense,0,1,5,31,0.0,1.0,,,,,
Orthobornavirus bornaense,1,2,5,10,0.0,,,,,0.0,2.0
Orthobunyavirus acaraense,1,2,5,33,0.0,1.0,,,,,
Orthobunyavirus achiotei,1,2,5,33,0.0,1.0,,,,,
Orthobunyavirus ainoense,0,1,5,33,0.0,1.0,,,,,
Orthobunyavirus akabaneense,2,3,5,33,0.0,1.0,,,,,
Orthobunyavirus angeloense,1,2,5,33,0.0,1.0,,,,,
Orthobunyavirus bakauense,1,2,5,33,0.0,1.0,,,,,
Orthobunyavirus batamaense,2,3,5,33,0.0,1.0,,,,,
Orthobunyavirus botambiense,1,2,5,33,0.0,1.0,,,,,
Orthobunyavirus bunyamweraense,1,2,5,33,0.0,1.0,,,,,
Orthobunyavirus bushbushense,1,2,5,33,0.0,1.0,,,,,
Orthobunyavirus bwambaense,1,2,5,33,0.0,1.0,,,,1.0,2.0
Orthobunyavirus cacheense,1,2,5,33,0.0,1.0,,,,,
Orthobunyavirus capimense,1,2,5,33,0.0,1.0,,,,,
Orthobunyavirus caraparuense,1,2,5,33,0.0,1.0,,,,,
Orthobunyavirus catuense (Catu virus),1,2,5,33,0.0,1.0,1.0,0.0,1.0,,12.0
Orthobunyavirus catuense (Moju virus),1,2,5,33,0.0,1.0,,,,,
Orthobunyavirus cuchillaense,1,2,5,33,0.0,1.0,,,,,
Orthobunyavirus encephalitidis,1,2,5,33,0.0,1.0,,,,,
Orthobunyavirus enseadaense,2,3,5,33,0.0,1.0,,,,,
Orthobunyavirus gamboaense,1,2,5,33,0.0,1.0,,,,,
Orthobunyavirus guajaraense,1,2,5,33,0.0,1.0,,,,0.0,1.0
Orthobunyavirus guamaense,1,2,5,33,0.0,1.0,,,,,
Orthobunyavirus guaroaense,1,2,5,33,0.0,1.0,,,,,
Orthobunyavirus horizonteense,1,2,5,33,0.0,1.0,,,,,
Orthobunyavirus insulae,2,3,5,33,0.0,1.0,,,,,
Orthobunyavirus jamestownense,1,2,5,33,0.0,1.0,,,,,
Orthobunyavirus kaengkhoiense,1,2,5,33,0.0,1.0,,,,,
Orthobunyavirus kernense,1,2,5,33,0.0,1.0,,,,,
Orthobunyavirus keystoneense,1,2,5,33,0.0,1.0,,,,,
Orthobunyavirus khatangaense,1,2,5,33,0.0,1.0,,,,,
Orthobunyavirus koongoli,1,2,5,33,0.0,1.0,,,,,
Orthobunyavirus lacrosseense,1,2,5,33,0.0,1.0,,,,,
Orthobunyavirus lumboense,1,2,5,33,0.0,1.0,,,,,
Orthobunyavirus madridense,1,2,5,33,0.0,1.0,,,,,
Orthobunyavirus maritubaense,1,2,5,33,0.0,1.0,,,,,
Orthobunyavirus melajoense,1,2,5,33,0.0,1.0,,,,,
Orthobunyavirus mitchellense,1,2,5,33,0.0,1.0,,,,,
Orthobunyavirus mpokoense,1,2,5,33,0.0,1.0,,,,,
Orthobunyavirus nyandoense,1,2,5,33,0.0,1.0,,,,,
Orthobunyavirus oribocaense,1,2,5,33,0.0,1.0,,,,,
Orthobunyavirus oropoucheense,2,3,5,33,0.0,1.0,,,,,
Orthobunyavirus patoisense,1,2,5,33,0.0,1.0,,,,,
Orthobunyavirus sedlecense,1,2,5,33,0.0,1.0,,,,,
Orthobunyavirus shuniense,1,2,5,33,0.0,1.0,,,,0.0,1.0
Orthobunyavirus simbuense,1,2,5,33,0.0,1.0,,,,0.0,1.0
Orthobunyavirus squalofluvii,1,2,5,33,0.0,1.0,,,,,
Orthobunyavirus tacaiumaense,1,2,5,33,0.0,1.0,,,,0.0,1.0
Orthobunyavirus tahynaense,1,2,5,33,0.0,1.0,,,,,
Orthobunyavirus teteense,1,2,5,33,0.0,1.0,,,,0.0,1.0
Orthobunyavirus thimiriense,1,2,5,33,0.0,1.0,,,,,
Orthobunyavirus timboteuaense,1,2,5,33,0.0,1.0,,,,,
Orthobunyavirus turlockense,1,2,5,33,0.0,1.0,,,,,
Orthobunyavirus wyeomyiae,1,2,5,33,0.0,1.0,,,,0.0,1.0
Orthoflavivirus apoiense,1,2,4,17,0.0,1.0,,,,,
Orthoflavivirus bagazaense,1,2,4,17,0.0,1.0,,,,,
Orthoflavivirus banziense,1,2,4,17,0.0,1.0,,,,,
Orthoflavivirus boubouiense,1,2,4,17,0.0,1.0,,,,,
Orthoflavivirus bravoense,1,2,4,17,0.0,1.0,,,,,
Orthoflavivirus cacipacoreense,2,3,4,17,0.0,1.0,,,,,
Orthoflavivirus careyense,1,2,4,17,0.0,1.0,,,,,
Orthoflavivirus cowboneense,1,2,4,17,0.0,1.0,,,,,
Orthoflavivirus dakarense,1,2,4,17,0.0,1.0,,,,,
Orthoflavivirus denguei,1,2,4,17,0.0,1.0,,,,,
Orthoflavivirus edgehillense,1,2,4,17,0.0,1.0,,,,,
Orthoflavivirus encephalitidis,3,4,5,33,0.0,1.0,,,,,
Orthoflavivirus entebbeense,2,3,4,17,0.0,1.0,,,,,
Orthoflavivirus flavi,2,3,4,17,0.0,1.0,,,,,
Orthoflavivirus flavi (Yellow fever virus vaccine strain 17D),1,2,4,17,0.0,1.0,0.0,0.0,1.0,,24.0
Orthoflavivirus gadgetsense,2,3,4,17,0.0,1.0,,,,,
Orthoflavivirus ilheusense (Ilheus virus),1,2,4,17,0.0,1.0,0.0,0.0,1.0,,16.0
Orthoflavivirus ilheusense (Rocio virus),2,3,4,17,0.0,1.0,,,,,
Orthoflavivirus israelense,2,3,4,17,0.0,1.0,,,,,
Orthoflavivirus japonicum,2,3,4,17,0.0,1.0,,,,,
Orthoflavivirus jugraense,1,2,4,17,0.0,1.0,,,,,
Orthoflavivirus jutiapaense,1,2,4,17,0.0,1.0,,,,,
Orthoflavivirus kadamense,1,2,4,17,0.0,1.0,,,,,
Orthoflavivirus kedougouense,2,3,4,17,0.0,1.0,,,,,
Orthoflavivirus kokoberaorum,1,2,4,17,0.0,1.0,,,,,
Orthoflavivirus koutangoense,2,3,4,17,0.0,1.0,,,,,
Orthoflavivirus kyasanurense (Alkhumra hemorrhagic fever virus),3,4,4,17,0.0,1.0,0.0,0.0,1.0,,5.0
Orthoflavivirus kyasanurense (Kyasanur Forest disease virus),3,4,4,17,0.0,1.0,0.0,0.0,1.0,,18.0
Orthoflavivirus langatense,1,2,4,17,0.0,1.0,,,,,
Orthoflavivirus louisense,2,3,4,17,0.0,1.0,,,,,
Orthoflavivirus loupingi,2,3,4,17,0.0,1.0,,,,,
Orthoflavivirus meabanense,2,3,4,17,0.0,1.0,,,,,
Orthoflavivirus modocense,1,2,4,17,0.0,1.0,,,,,
Orthoflavivirus montanaense,1,2,4,17,0.0,1.0,,,,,
Orthoflavivirus murrayense,2,3,4,17,0.0,1.0,,,,,
Orthoflavivirus nilense,2,3,4,17,0.0,1.0,,,,,
Orthoflavivirus nilense (West Nile virus NS5-E218A mutant strain),1,2,4,17,0.0,1.0,0.0,0.0,1.0,,25.0
Orthoflavivirus nilense NATtrol Inactivated,1,2,4,17,0.0,1.0,,,,,
Orthoflavivirus nilense RepliVax WN,1,2,4,17,0.0,1.0,,,,,
Orthoflavivirus ntayaense,1,2,4,17,0.0,1.0,,,,,
Orthoflavivirus omskense,3,4,4,17,0.0,1.0,,,,,
Orthoflavivirus perlitaense,2,3,4,17,0.0,1.0,,,,,
Orthoflavivirus phnompenhense,1,2,4,17,0.0,1.0,,,,,
Orthoflavivirus powassanense,2,3,4,17,0.0,1.0,,,,,
Orthoflavivirus royalense,1,2,4,17,0.0,1.0,,,,,
Orthoflavivirus saboyaense,1,2,4,17,0.0,1.0,,,,,
Orthoflavivirus saumarezense,2,3,4,17,0.0,1.0,,,,,
Orthoflavivirus sepikense,2,3,4,17,0.0,1.0,,,,,
Orthoflavivirus tembusu,1,2,4,17,0.0,1.0,0.0,0.0,1.0,,3.0
Orthoflavivirus tyuleniyense,1,2,4,17,0.0,1.0,,,,,
Orthoflavivirus ugandaense,1,2,4,17,0.0,1.0,,,,,
Orthoflavivirus usutuense,1,2,4,17,0.0,1.0,,,,,
Orthoflavivirus viejaense,2,3,4,17,0.0,1.0,,,,,
Orthoflavivirus yaoundeense,2,3,4,17,0.0,1.0,,,,,
Orthoflavivirus zikaense,1,2,4,17,0.0,1.0,,,,,
Orthohantavirus andesense,2,3,5,18,0.0,1.0,,,,0.0,2.0
Orthohantavirus asamaense,2,3,5,18,0.0,1.0,,,,,
Orthohantavirus bayoui,2,3,5,18,0.0,1.0,,,,1.0,2.0
Orthohantavirus caobangense,2,3,5,18,0.0,1.0,,,,0.0,1.0
Orthohantavirus chocloense,2,3,5,18,0.0,1.0,,,,,
Orthohantavirus delgaditoense,2,3,5,18,0.0,1.0,,,,0.0,1.0
Orthohantavirus dobravaense,2,3,5,18,0.0,1.0,,,,,
Orthohantavirus hantanense,2,3,5,18,0.0,1.0,,,,1.0,3.0
Orthohantavirus khabarovskense,2,3,5,18,0.0,1.0,,,,0.0,1.0
Orthohantavirus mamorense (Laguna negra virus),2,3,5,18,0.0,1.0,1.0,0.0,1.0,,5.0
Orthohantavirus maporalense,2,3,5,18,0.0,1.0,,,,,
Orthohantavirus nigrorivense,2,3,5,18,0.0,1.0,,,,,
Orthohantavirus oxbowense,2,3,5,18,0.0,1.0,,,,,
Orthohantavirus prospectense,1,2,5,18,0.0,1.0,,,,0.0,1.0
Orthohantavirus puumalaense,2,3,5,18,0.0,1.0,,,,0.0,2.0
Orthohantavirus sangassouense,2,3,5,18,0.0,1.0,,,,0.0,2.0
Orthohantavirus seoulense,2,3,5,18,0.0,1.0,,,,1.0,3.0
Orthohantavirus sinnombreense,2,3,5,18,0.0,1.0,,,,1.0,2.0
Orthohantavirus thailandense,2,3,5,18,0.0,1.0,,,,,
Orthohantavirus tulaense,2,3,5,18,0.0,1.0,,,,1.0,4.0
Orthohepadnavirus hominoidei,1,2,2,20,0.0,1.0,,,,,
Orthohepadnavirus marmotae,0,1,2,20,0.0,1.0,,,,,
Orthohepadnavirus sciuri,0,1,2,20,0.0,1.0,,,,,
Orthomarburgvirus marburgense,3,4,5,16,0.0,1.0,,,,1.0,1.0
Orthonairovirus bushkeyense,1,2,5,26,0.0,1.0,,,,,
Orthonairovirus chimense,2,3,5,26,0.0,1.0,,,,0.0,3.0
Orthonairovirus dugbeense,2,3,5,26,0.0,1.0,,,,1.0,8.0
Orthonairovirus esteroense,2,3,5,26,0.0,1.0,,,,,
Orthonairovirus gossasense,1,2,5,26,0.0,1.0,,,,,
Orthonairovirus haemorrhagiae,3,4,5,26,0.0,1.0,,,,,
Orthonairovirus keterehense,1,2,5,26,0.0,1.0,,,,,
Orthonairovirus khani,1,2,5,26,0.0,1.0,,,,0.0,1.0
Orthonairovirus qalyubense,1,2,5,26,0.0,1.0,,,,0.0,1.0
Orthonairovirus thiaforaense,1,2,5,26,0.0,1.0,,,,0.0,3.0
Orthonairovirus tomdiense,2,3,5,26,0.0,1.0,,,,0.0,1.0
Orthonairovirus yezoense,1,2,5,26,0.0,1.0,,,,,
Orthonairovirus yogueense,1,2,5,26,0.0,1.0,,,,,
Orthopneumovirus bovis,0,1,5,37,0.0,,,,,0.0,1.0
Orthopneumovirus hominis,1,2,5,37,0.0,,,,,,
Orthopneumovirus hominis LIDdeltaM2-2,0,1,5,37,0.0,,,,,,
Orthopneumovirus hominis LIDdeltaM2-2/276,0,1,5,37,0.0,,,,,,
Orthopneumovirus hominis deltaNS2-L19F-4M,0,1,5,37,0.0,,,,,,
Orthopneumovirus hominis deltaNS2/delta1313/I1314L,0,1,5,37,0.0,,,,,,
Orthopneumovirus muris,0,1,5,37,0.0,,,,,,
Orthopoxvirus camelpox,1,2,0,39,1.0,1.0,0.0,0.0,1.0,,2.0
Orthopoxvirus cowpox,1,2,0,39,1.0,1.0,0.0,0.0,1.0,,16.0
Orthopoxvirus ectromelia,1,2,0,39,1.0,1.0,0.0,0.0,0.0,,3.0
Orthopoxvirus monkeypox,2,3,0,39,1.0,1.0,0.0,0.0,1.0,,9.0
Orthopoxvirus raccoonpox,1,2,0,39,1.0,1.0,,,,,
