name,taxonomic_family,genome_type,known_rg,spillover_probability,rg3_rg4_probability,discordance_score,discordance_quadrant
Betabaculovirus cypomonellae,Baculoviridae,dsDNA,1,0.0016013996,0.06758499,-0.06598359,Low spillover / Low severity
Betabaculovirus disaccharalis,Baculoviridae,dsDNA,1,0.0016013996,0.06758499,-0.06598359,Low spillover / Low severity
Betabaculovirus epaporemae,Baculoviridae,dsDNA,1,0.0016013996,0.06758499,-0.06598359,Low spillover / Low severity
Betabaculovirus erellonis,Baculoviridae,dsDNA,1,0.0016013996,0.06758499,-0.06598359,Low spillover / Low severity
Betabaculovirus habrilliantis,Baculoviridae,dsDNA,1,0.0016013996,0.06758499,-0.06598359,Low spillover / Low severity
Betabaculovirus helarmigerae,Baculoviridae,dsDNA,1,0.0016013996,0.06758499,-0.06598359,Low spillover / Low severity
Betabaculovirus lacoleraceae,Baculoviridae,dsDNA,1,0.0016013996,0.06758499,-0.06598359,Low spillover / Low severity
Betabaculovirus myunipunctae,Baculoviridae,dsDNA,1,0.0016013996,0.06758499,-0.06598359,Low spillover / Low severity
Betabaculovirus phoperculellae,Baculoviridae,dsDNA,1,0.0016013996,0.06758499,-0.06598359,Low spillover / Low severity
Betabaculovirus plinterpunctellae,Baculoviridae,dsDNA,1,0.0016013996,0.06758499,-0.06598359,Low spillover / Low severity
Betabaculovirus pluxylostellae,Baculoviridae,dsDNA,1,0.0016013996,0.06758499,-0.06598359,Low spillover / Low severity
Betabaculovirus spliturae,Baculoviridae,dsDNA,1,0.0016013996,0.06758499,-0.06598359,Low spillover / Low severity
Betabaculovirus spofrugiperdae,Baculoviridae,dsDNA,1,0.0016013996,0.06758499,-0.06598359,Low spillover / Low severity
Betabaculovirus trini,Baculoviridae,dsDNA,1,0.0016013996,0.06758499,-0.06598359,Low spillover / Low severity
Betabaculovirus xecnigri,Baculoviridae,dsDNA,1,0.0016013996,0.06758499,-0.06598359,Low spillover / Low severity
Betacoronavirus cameli,Coronaviridae,ssRNA+,3,0.0016013996,0.55908626,-0.55748487,Low spillover / High severity
Betacoronavirus gravedinis (excluding human coronavirus OC43),Coronaviridae,ssRNA+,1,0.0016013996,0.55908626,-0.55748487,Low spillover / High severity
Betacoronavirus gravedinis (human coronavirus OC43),Coronaviridae,ssRNA+,2,0.0016013996,0.55908626,-0.55748487,Low spillover / High severity
Betacoronavirus muris,Coronaviridae,ssRNA+,2,0.0016013996,0.55908626,-0.55748487,Low spillover / High severity
Betainfluenzavirus influenzae,Orthomyxoviridae,ssRNA-,2,0.0016013996,0.7187638,-0.71716243,Low spillover / High severity
Betapolyomavirus hominis,Polyomaviridae,dsDNA,2,0.0060108164,0.20391561,-0.1979048,Low spillover / Low severity
Betapolyomavirus macacae,Polyomaviridae,dsDNA,2,0.0016013996,0.15453565,-0.15293425,Low spillover / Low severity
Betapolyomavirus quartihominis,Polyomaviridae,dsDNA,2,0.0016013996,0.26754788,-0.26594648,Low spillover / Low severity
Betapolyomavirus secuhominis,Polyomaviridae,dsDNA,2,0.0016013996,0.26754788,-0.26594648,Low spillover / Low severity
Betapolyomavirus tertihominis,Polyomaviridae,dsDNA,2,0.0060108164,0.11317831,-0.1071675,Low spillover / Low severity
Betaretrovirus maspfimon,Retroviridae,other,1,0.0016013996,0.23695526,-0.23535386,Low spillover / Low severity
Betaretrovirus murmamtum,Retroviridae,other,1,0.0016013996,0.23695526,-0.23535386,Low spillover / Low severity
Bocaparvovirus primate1,Parvoviridae,ssDNA,2,0.0060108164,0.053172525,-0.04716171,Low spillover / Low severity
Bocaparvovirus primate2,Parvoviridae,ssDNA,2,0.0016013996,0.13518402,-0.13358262,Low spillover / Low severity
Bocaparvovirus ungulate1,Parvoviridae,ssDNA,1,0.0016013996,0.053172525,-0.051571127,Low spillover / Low severity
Bourbon virus,unknown,unknown,3,0.0016013996,0.26378447,-0.26218307,Low spillover / Low severity
Bovine viral diarrhea virus,unknown,unknown,1,0.0016013996,0.4610962,-0.4594948,Low spillover / Low severity
Calbertado virus,unknown,unknown,1,0.0016013996,0.55825526,-0.55665386,Low spillover / High severity
Calchaqui virus,unknown,unknown,3,0.0016013996,0.55825526,-0.55665386,Low spillover / High severity
Capripoxvirus goatpox,Poxviridae,dsDNA,1,0.0016013996,0.27183682,-0.27023542,Low spillover / Low severity
Capripoxvirus lumpyskinpox,Poxviridae,dsDNA,1,0.0016013996,0.21270111,-0.21109971,Low spillover / Low severity
Capripoxvirus sheeppox,Poxviridae,dsDNA,1,0.0029756394,0.35574102,-0.35276538,Low spillover / Low severity
Cardiovirus rueckerti,Picornaviridae,ssRNA+,1,0.0016013996,0.7371444,-0.735543,Low spillover / High severity
Cardiovirus theileri,Picornaviridae,ssRNA+,1,0.0016013996,0.7371444,-0.735543,Low spillover / High severity
Cell fusing agent virus,unknown,unknown,1,0.0029756394,0.30759278,-0.30461714,Low spillover / Low severity
ChimeriVax-West Nile virus vaccine,unknown,unknown,1,0.005376685,0.3730332,-0.3676565,Low spillover / Low severity
Chloriridovirus simulium1,Iridoviridae,dsDNA,1,0.0016013996,0.13112265,-0.12952125,Low spillover / Low severity
Circovirus porcine1,Circoviridae,ssDNA,1,0.0016013996,0.054309413,-0.052708015,Low spillover / Low severity
Circovirus porcine2,Circoviridae,ssDNA,1,0.0016013996,0.054309413,-0.052708015,Low spillover / Low severity
"Cold-adapted, temperature-sensitive and attenuated influenza A/Norway/31694/2022 (H1N1) virus",unknown,unknown,2,0.005376685,0.38788795,-0.38251126,Low spillover / Low severity
"Cold-adapted, temperature-sensitive, and attenuated influenza A/Thailand/8/2022 (H3N2)-like virus",unknown,unknown,2,0.005376685,0.38788795,-0.38251126,Low spillover / Low severity
Coltivirus dermacentoris,Spinareoviridae,dsRNA,2,0.0016013996,0.24539927,-0.24379787,Low spillover / Low severity
Coltivirus ixodis,Spinareoviridae,dsRNA,2,0.0016013996,0.24539927,-0.24379787,Low spillover / Low severity
Culex flavivirus,unknown,unknown,1,0.0016013996,0.22234039,-0.22073899,Low spillover / Low severity
Culex theileri flavivirus,unknown,unknown,1,0.005376685,0.21293156,-0.20755488,Low spillover / Low severity
Curiovirus rochambeau,Rhabdoviridae,ssRNA-,3,0.0016013996,0.7680722,-0.7664708,Low spillover / High severity
Cytomegalovirus cercopithecinebeta5,Orthoherpesviridae,dsDNA,2,0.0016013996,0.18878245,-0.18718106,Low spillover / Low severity
Cytomegalovirus humanbeta5,Orthoherpesviridae,dsDNA,2,0.0016013996,0.18878245,-0.18718106,Low spillover / Low severity
Cyvirus cyprinidallo3,Alloherpesviridae,dsDNA,1,0.0016013996,0.11780387,-0.11620247,Low spillover / Low severity
Deltaarterivirus hemfev,Arteriviridae,ssRNA+,2,0.0016013996,0.7601376,-0.7585362,Low spillover / High severity
Deltabaculovirus cunigripalpi,Baculoviridae,dsDNA,1,0.0016013996,0.06758499,-0.06598359,Low spillover / Low severity
Deltacoronavirus suis,Coronaviridae,ssRNA+,2,0.005376685,0.7186586,-0.7132819,Low spillover / High severity
Deltapapillomavirus 3,Papillomaviridae,dsDNA,1,0.0029756394,0.109811485,-0.10683584,Low spillover / Low severity
Deltapolyomavirus septihominis,Polyomaviridae,dsDNA,2,0.0016013996,0.26754788,-0.26594648,Low spillover / Low severity
Deltapolyomavirus sextihominis,Polyomaviridae,dsDNA,2,0.0016013996,0.26754788,-0.26594648,Low spillover / Low severity
Deltaretrovirus bovleu,Retroviridae,other,1,0.0016013996,0.23695526,-0.23535386,Low spillover / Low severity
Dengue virus quadrivalent vaccine V181,unknown,unknown,1,0.005376685,0.3730332,-0.3676565,Low spillover / Low severity
Dependoparvovirus anseriform1,Parvoviridae,ssDNA,1,0.0016013996,0.13518402,-0.13358262,Low spillover / Low severity
Dependoparvovirus primate1,Parvoviridae,ssDNA,1,0.0016013996,0.13518402,-0.13358262,Low spillover / Low severity
Dependoparvovirus primate1 AAV9-GP-AAV-syn-jGCaMP8f-WPRE,Parvoviridae,ssDNA,1,0.0016013996,0.13518402,-0.13358262,Low spillover / Low severity
Dependoparvovirus primate1 AAV9-hDlx-GiDREADD-dTomato-Fishell-5,Parvoviridae,ssDNA,1,0.0016013996,0.13518402,-0.13358262,Low spillover / Low severity
Dependoparvovirus primate1 encoding Human Tau gene insert (Tau E14 P301),Parvoviridae,ssDNA,2,0.0016013996,0.13518402,-0.13358262,Low spillover / Low severity
Dependoparvovirus primate1 encoding antisense RNA to DMPK transgene,Parvoviridae,ssDNA,2,0.0016013996,0.13518402,-0.13358262,Low spillover / Low severity
Dianlovirus menglaense,Filoviridae,ssRNA-,4,0.0016013996,0.9152179,-0.9136165,Low spillover / High severity
Ebolaviruses,unknown,unknown,4,0.0016013996,0.55825526,-0.55665386,Low spillover / High severity
Elephantpox virus,unknown,unknown,2,0.0029756394,0.57169485,-0.5687192,Low spillover / High severity
Enterovirus SV-16 ATCC VR-211,unknown,unknown,2,0.005376685,0.38814107,-0.38276437,Low spillover / Low severity
Enterovirus SV-18 ATCC VR-212,unknown,unknown,2,0.005376685,0.38814107,-0.38276437,Low spillover / Low severity
Enterovirus SV-2 ATCC VR-210,unknown,unknown,2,0.005376685,0.38814107,-0.38276437,Low spillover / Low severity
Enterovirus SV-26 ATCC VR-290,unknown,unknown,2,0.005376685,0.38814107,-0.38276437,Low spillover / Low severity
Enterovirus SV-28 ATCC VR-291,unknown,unknown,2,0.005376685,0.38814107,-0.38276437,Low spillover / Low severity
Enterovirus SV-35 ATCC VR-292,unknown,unknown,2,0.005376685,0.38814107,-0.38276437,Low spillover / Low severity
Enterovirus SV-4 ATCC VR-287,unknown,unknown,2,0.005376685,0.38814107,-0.38276437,Low spillover / Low severity
Enterovirus alphacoxsackie,Picornaviridae,ssRNA+,2,0.005376685,0.66059226,-0.65521556,Low spillover / High severity
Enterovirus alphacoxsackie simian virus 19 (SV-19) ATCC VR-213,Picornaviridae,ssRNA+,2,0.005376685,0.66059226,-0.65521556,Low spillover / High severity
Enterovirus alpharhino,Picornaviridae,ssRNA+,2,0.005376685,0.66059226,-0.65521556,Low spillover / High severity
Enterovirus betacoxsackie,Picornaviridae,ssRNA+,2,0.005376685,0.66059226,-0.65521556,Low spillover / High severity
Enterovirus betarhino,Picornaviridae,ssRNA+,2,0.005376685,0.66059226,-0.65521556,Low spillover / High severity
Enterovirus cerhino,Picornaviridae,ssRNA+,2,0.005376685,0.66059226,-0.65521556,Low spillover / High severity
Enterovirus coxsackiepol coxsackievirus A21,Picornaviridae,ssRNA+,2,0.005376685,0.66059226,-0.65521556,Low spillover / High severity
Enterovirus coxsackiepol novel oral polio vaccine 1 (nOPV1),Picornaviridae,ssRNA+,3,0.005376685,0.66059226,-0.65521556,Low spillover / High severity
Enterovirus coxsackiepol novel oral polio vaccine 2 (nOPV2),Picornaviridae,ssRNA+,3,0.005376685,0.66059226,-0.65521556,Low spillover / High severity
Enterovirus coxsackiepol novel oral polio vaccine 3 (nOPV3),Picornaviridae,ssRNA+,3,0.005376685,0.66059226,-0.65521556,Low spillover / High severity
Enterovirus coxsackiepol poliovirus 1,Picornaviridae,ssRNA+,3,0.005376685,0.66059226,-0.65521556,Low spillover / High severity
Enterovirus coxsackiepol poliovirus 2,Picornaviridae,ssRNA+,3,0.005376685,0.66059226,-0.65521556,Low spillover / High severity
Enterovirus coxsackiepol poliovirus 3,Picornaviridae,ssRNA+,3,0.005376685,0.66059226,-0.65521556,Low spillover / High severity
Enterovirus coxsackiepol poliovirus Sabin oral vaccine 1 (OPV1),Picornaviridae,ssRNA+,3,0.005376685,0.66059226,-0.65521556,Low spillover / High severity
Enterovirus coxsackiepol poliovirus Sabin oral vaccine 2 (OPV2),Picornaviridae,ssRNA+,3,0.005376685,0.66059226,-0.65521556,Low spillover / High severity
Enterovirus coxsackiepol poliovirus Sabin oral vaccine 3 (OPV3),Picornaviridae,ssRNA+,3,0.005376685,0.66059226,-0.65521556,Low spillover / High severity
Enterovirus coxsackiepol vaccine-derived poliovirus 1,Picornaviridae,ssRNA+,3,0.005376685,0.66059226,-0.65521556,Low spillover / High severity
Enterovirus coxsackiepol vaccine-derived poliovirus 2,Picornaviridae,ssRNA+,3,0.005376685,0.66059226,-0.65521556,Low spillover / High severity
Enterovirus coxsackiepol vaccine-derived poliovirus 3,Picornaviridae,ssRNA+,3,0.005376685,0.66059226,-0.65521556,Low spillover / High severity
Enterovirus deconjuncti,Picornaviridae,ssRNA+,2,0.005376685,0.66059226,-0.65521556,Low spillover / High severity
Enterovirus eibovi,Picornaviridae,ssRNA+,1,0.005376685,0.66059226,-0.65521556,Low spillover / High severity
Env pseudotyped Human immunodeficiency virus,unknown,unknown,3,0.0016013996,0.55825526,-0.55665386,Low spillover / High severity
Ephemerovirus adelaide,Rhabdoviridae,ssRNA-,2,0.0016013996,0.7680722,-0.7664708,Low spillover / High severity
Ephemerovirus berrimah,Rhabdoviridae,ssRNA-,3,0.0016013996,0.7943939,-0.7927925,Low spillover / High severity
Ephemerovirus febris,Rhabdoviridae,ssRNA-,1,0.0016013996,0.7680722,-0.7664708,Low spillover / High severity
Ephemerovirus kimberley,Rhabdoviridae,ssRNA-,3,0.0016013996,0.7680722,-0.7664708,Low spillover / High severity
Ephemerovirus kotonkan,Rhabdoviridae,ssRNA-,2,0.005376685,0.76920736,-0.76383066,Low spillover / High severity
Ephemerovirus puchong,Rhabdoviridae,ssRNA-,2,0.0016013996,0.7680722,-0.7664708,Low spillover / High severity
Ephemerovirus yata,Rhabdoviridae,ssRNA-,2,0.0016013996,0.7680722,-0.7664708,Low spillover / High severity
Eptesicus fuscus gammaherpesvirus,unknown,unknown,2,0.0016013996,0.22234039,-0.22073899,Low spillover / Low severity
Equine parapoxvirus,unknown,unknown,2,0.0029756394,0.57169485,-0.5687192,Low spillover / High severity
Erbovirus aequirhi,Picornaviridae,ssRNA+,1,0.0016013996,0.7371444,-0.735543,Low spillover / High severity
Erythroparvovirus primate1,Parvoviridae,ssDNA,2,0.0016013996,0.053172525,-0.051571127,Low spillover / Low severity
Farmington virus,unknown,unknown,2,0.005376685,0.33786845,-0.33249176,Low spillover / Low severity
Gammabaculovirus nelecontei,Baculoviridae,dsDNA,1,0.0016013996,0.06758499,-0.06598359,Low spillover / Low severity
Gammabaculovirus nesertiferis,Baculoviridae,dsDNA,1,0.0016013996,0.06758499,-0.06598359,Low spillover / Low severity
Gammacoronavirus galli,Coronaviridae,ssRNA+,1,0.0016013996,0.7136538,-0.7120524,Low spillover / High severity
Gammainfluenzavirus influenzae,Orthomyxoviridae,ssRNA-,2,0.005376685,0.7276534,-0.7222767,Low spillover / High severity
Gammaretrovirus felleu,Retroviridae,other,1,0.0016013996,0.23695526,-0.23535386,Low spillover / Low severity
Gammaretrovirus gibleu,Retroviridae,other,1,0.0016013996,0.23695526,-0.23535386,Low spillover / Low severity
Gammaretrovirus momursar,Retroviridae,other,1,0.0016013996,0.23695526,-0.23535386,Low spillover / Low severity
Gammaretrovirus murleu,Retroviridae,other,1,0.0016013996,0.23695526,-0.23535386,Low spillover / Low severity
Gammaretrovirus murleu genetically modified Moloney strain SinVec-COL7A1,Retroviridae,other,2,0.0016013996,0.23695526,-0.23535386,Low spillover / Low severity
Gammaretrovirus porConc,Retroviridae,other,1,0.0016013996,0.23695526,-0.23535386,Low spillover / Low severity
Guaico Culex virus,unknown,unknown,2,0.0016013996,0.55825526,-0.55665386,Low spillover / High severity
Gyrovirus chickenanemia,Anelloviridae,other,1,0.0016013996,0.67101747,-0.66941607,Low spillover / High severity
Hamster parvovirus H-1,unknown,unknown,1,0.0016013996,0.55825526,-0.55665386,Low spillover / High severity
Hapavirus bangoran,Rhabdoviridae,ssRNA-,2,0.0016013996,0.7680722,-0.7664708,Low spillover / High severity
Hapavirus graylodge,Rhabdoviridae,ssRNA-,3,0.0016013996,0.7680722,-0.7664708,Low spillover / High severity
Hapavirus joinjakaka,Rhabdoviridae,ssRNA-,2,0.0016013996,0.7680722,-0.7664708,Low spillover / High severity
Hapavirus kamese,Rhabdoviridae,ssRNA-,2,0.0016013996,0.7680722,-0.7664708,Low spillover / High severity
Hapavirus lajoya,Rhabdoviridae,ssRNA-,2,0.0016013996,0.7680722,-0.7664708,Low spillover / High severity
Hapavirus landjia,Rhabdoviridae,ssRNA-,2,0.0016013996,0.7680722,-0.7664708,Low spillover / High severity
Hapavirus manitoba,Rhabdoviridae,ssRNA-,2,0.0016013996,0.7680722,-0.7664708,Low spillover / High severity
Hapavirus marco,Rhabdoviridae,ssRNA-,2,0.0016013996,0.7680722,-0.7664708,Low spillover / High severity
Hapavirus mosqueiro,Rhabdoviridae,ssRNA-,3,0.0016013996,0.7680722,-0.7664708,Low spillover / High severity
Hapavirus mossuril,Rhabdoviridae,ssRNA-,2,0.0016013996,0.7680722,-0.7664708,Low spillover / High severity
Hapavirus ngaingan,Rhabdoviridae,ssRNA-,2,0.005376685,0.4218319,-0.4164552,Low spillover / Low severity
Henipavirus cedarense,Paramyxoviridae,ssRNA-,2,0.0016013996,0.7039049,-0.7023035,Low spillover / High severity
Henipavirus hendraense,Paramyxoviridae,ssRNA-,4,0.9978276,0.7910127,0.20681489,High spillover / High severity
Henipavirus nipahense,Paramyxoviridae,ssRNA-,4,0.0016013996,0.7039049,-0.7023035,Low spillover / High severity
"Henipavirus nipahense virus-like particles composed of M, G, F proteins",Paramyxoviridae,ssRNA-,1,0.0016013996,0.7039049,-0.7023035,Low spillover / High severity
Hepacivirus hominis,Hepaciviridae,ssRNA+,2,0.0060108164,0.71484804,-0.7088372,Low spillover / High severity
Hepatitis delta virus,unknown,unknown,2,0.005376685,0.7283998,-0.7230231,Low spillover / High severity
Hepatovirus ahepa,Picornaviridae,ssRNA+,2,0.005376685,0.7977362,-0.79235953,Low spillover / High severity
Horsepox virus,unknown,unknown,2,0.0029756394,0.30759278,-0.30461714,Low spillover / Low severity
Human alphaherpesvirus 2 ACAM-529,unknown,unknown,1,0.0016013996,0.55825526,-0.55665386,Low spillover / High severity
Human coronavirus,unknown,unknown,3,0.0016013996,0.55825526,-0.55665386,Low spillover / High severity
Human immunodeficiency virus 1 and 2,unknown,unknown,3,0.0016013996,0.55825526,-0.55665386,Low spillover / High severity
Human immunodeficiency virus 1 from 8E5 cells,unknown,unknown,2,0.0016013996,0.55825526,-0.55665386,Low spillover / High severity
Human torovirus,Tobaniviridae,ssRNA+,2,0.0016013996,0.6949738,-0.6933724,Low spillover / High severity
Ictavirus ictaluridallo1,Alloherpesviridae,dsDNA,1,0.0016013996,0.11780387,-0.11620247,Low spillover / Low severity
Iltovirus gallidalpha1,Orthoherpesviridae,dsDNA,1,0.0016013996,0.18878245,-0.18718106,Low spillover / Low severity
Influenza A-like virus H17N10,unknown,unknown,2,0.005376685,0.38788795,-0.38251126,Low spillover / Low severity
Influenza A-like virus H18N11,unknown,unknown,2,0.005376685,0.38788795,-0.38251126,Low spillover / Low severity
Isavirus salaris,Orthomyxoviridae,ssRNA-,1,0.005376685,0.7371608,-0.7317841,Low spillover / High severity
Isla Vista virus,unknown,unknown,3,0.0029756394,0.55383193,-0.5508563,Low spillover / High severity
Jingmen tick virus,unknown,unknown,2,0.0029756394,0.42460802,-0.42163238,Low spillover / Low severity
Juncopox virus,unknown,unknown,1,0.005376685,0.59032935,-0.58495265,Low spillover / High severity
Juquitiba virus,unknown,unknown,3,0.0016013996,0.55825526,-0.55665386,Low spillover / High severity
Kamiti River virus,unknown,unknown,1,0.0016013996,0.22234039,-0.22073899,Low spillover / Low severity
Kannamangalam virus,unknown,unknown,2,0.005376685,0.6386546,-0.6332779,Low spillover / High severity
Kappapapillomavirus 2,Papillomaviridae,dsDNA,1,0.0016013996,0.07561784,-0.074016444,Low spillover / Low severity
La Tina virus,unknown,unknown,2,0.0029756394,0.55383193,-0.5508563,Low spillover / High severity
Lagovirus europaeus (Rabbit hemorrhagic disease virus),Caliciviridae,ssRNA+,1,0.005376685,0.22769332,-0.22231664,Low spillover / Low severity
Ledantevirus barur,Rhabdoviridae,ssRNA-,2,0.0016013996,0.7943939,-0.7927925,Low spillover / High severity
Ledantevirus elgon,Rhabdoviridae,ssRNA-,2,0.0016013996,0.7680722,-0.7664708,Low spillover / High severity
Ledantevirus kern,Rhabdoviridae,ssRNA-,2,0.0016013996,0.7680722,-0.7664708,Low spillover / High severity
Ledantevirus keuraliba,Rhabdoviridae,ssRNA-,2,0.0016013996,0.7943939,-0.7927925,Low spillover / High severity
Ledantevirus ledantec,Rhabdoviridae,ssRNA-,2,0.0016013996,0.7680722,-0.7664708,Low spillover / High severity
Ledantevirus nkolbisson,Rhabdoviridae,ssRNA-,2,0.0016013996,0.7680722,-0.7664708,Low spillover / High severity
Lentivirus bovimdef,Retroviridae,other,1,0.0016013996,0.23695526,-0.23535386,Low spillover / Low severity
Lentivirus capartenc,Retroviridae,other,1,0.0016013996,0.23695526,-0.23535386,Low spillover / Low severity
Lentivirus equinfane,Retroviridae,other,1,0.0016013996,0.23695526,-0.23535386,Low spillover / Low severity
Lentivirus felimdef,Retroviridae,other,1,0.0016013996,0.23695526,-0.23535386,Low spillover / Low severity
Lentivirus simimdef,Retroviridae,other,2,0.0016013996,0.23695526,-0.23535386,Low spillover / Low severity
Leporipoxvirus myxoma,Poxviridae,dsDNA,1,0.005376685,0.40241367,-0.39703697,Low spillover / Low severity
Leporipoxvirus shope,Poxviridae,dsDNA,1,0.0016013996,0.21270111,-0.21109971,Low spillover / Low severity
Leporipoxvirus squirrelfibroma,Poxviridae,dsDNA,1,0.0016013996,0.21270111,-0.21109971,Low spillover / Low severity
Long Pine Key virus,unknown,unknown,2,0.0029756394,0.57169485,-0.5687192,Low spillover / High severity
Lymphocryptovirus humangamma4,Orthoherpesviridae,dsDNA,2,0.0016013996,0.18878245,-0.18718106,Low spillover / Low severity
Lymphocystivirus platichthys1,Iridoviridae,dsDNA,1,0.0016013996,0.13112265,-0.12952125,Low spillover / Low severity
Lyssavirus australis,Rhabdoviridae,ssRNA-,3,0.0016013996,0.7680722,-0.7664708,Low spillover / High severity
Lyssavirus bokeloh,Rhabdoviridae,ssRNA-,3,0.0016013996,0.6119292,-0.6103278,Low spillover / High severity
Lyssavirus duvenhage,Rhabdoviridae,ssRNA-,3,0.9914488,0.8192172,0.17223161,High spillover / High severity
Lyssavirus hamburg,Rhabdoviridae,ssRNA-,3,0.0016013996,0.7680722,-0.7664708,Low spillover / High severity
Lyssavirus helsinki,Rhabdoviridae,ssRNA-,3,0.0016013996,0.7680722,-0.7664708,Low spillover / High severity
Lyssavirus ikoma,Rhabdoviridae,ssRNA-,3,0.005376685,0.6338466,-0.6284699,Low spillover / High severity
Lyssavirus lagos,Rhabdoviridae,ssRNA-,3,0.0029756394,0.6456019,-0.6426263,Low spillover / High severity
Lyssavirus mokola,Rhabdoviridae,ssRNA-,3,0.9978276,0.8223962,0.17543137,High spillover / High severity
Lyssavirus rabies,Rhabdoviridae,ssRNA-,3,0.005376685,0.82739204,-0.82201535,Low spillover / High severity
Lyssavirus rabies CTN-1,Rhabdoviridae,ssRNA-,3,0.005376685,0.82739204,-0.82201535,Low spillover / High severity
Lyssavirus rabies CVS-11,Rhabdoviridae,ssRNA-,3,0.005376685,0.82739204,-0.82201535,Low spillover / High severity
Lyssavirus rabies CVS-N2cdeltaG,Rhabdoviridae,ssRNA-,2,0.005376685,0.82739204,-0.82201535,Low spillover / High severity
Lyssavirus rabies Flury low-egg-passage (LEP) strain,Rhabdoviridae,ssRNA-,2,0.005376685,0.82739204,-0.82201535,Low spillover / High severity
Lyssavirus rabies Pitman-Moore strain,Rhabdoviridae,ssRNA-,2,0.005376685,0.82739204,-0.82201535,Low spillover / High severity
Lyssavirus rabies Street Alabama Dufferin (SAD) strain,Rhabdoviridae,ssRNA-,3,0.005376685,0.82739204,-0.82201535,Low spillover / High severity
Macavirus alcelaphinegamma1,Orthoherpesviridae,dsDNA,1,0.0016013996,0.18878245,-0.18718106,Low spillover / Low severity
Macavirus alcelaphinegamma2,Orthoherpesviridae,dsDNA,1,0.0016013996,0.18878245,-0.18718106,Low spillover / Low severity
Macavirus ovinegamma2,Orthoherpesviridae,dsDNA,1,0.0016013996,0.18878245,-0.18718106,Low spillover / Low severity
Macrobrachium rosenbergii nodavirus,unknown,unknown,1,0.0016013996,0.22234039,-0.22073899,Low spillover / Low severity
Magpiepox virus,unknown,unknown,1,0.0029756394,0.462385,-0.45940936,Low spillover / Low severity
Mamastrovirus hominis,Astroviridae,ssRNA+,2,0.0016013996,0.31547734,-0.31387594,Low spillover / Low severity
Mammarenavirus allpahuayoense,Arenaviridae,other,3,0.0029756394,0.8389285,-0.8359529,Low spillover / High severity
Mammarenavirus amapariense,Arenaviridae,other,2,0.0016013996,0.9746185,-0.9730171,Low spillover / High severity
Mammarenavirus bearense,Arenaviridae,other,3,0.0016013996,0.85441756,-0.85281616,Low spillover / High severity
Mammarenavirus brazilense,Arenaviridae,other,4,0.0016013996,0.9746185,-0.9730171,Low spillover / High severity
Mammarenavirus caliense,Arenaviridae,other,2,0.0016013996,0.9746185,-0.9730171,Low spillover / High severity
Mammarenavirus chapareense,Arenaviridae,other,4,0.0060108164,0.96932244,-0.9633116,Low spillover / High severity
Mammarenavirus choriomeningitidis,Arenaviridae,other,3,0.005376685,0.7861621,-0.7807854,Low spillover / High severity
Mammarenavirus choriomeningitidis Armstrong strain,Arenaviridae,other,2,0.0016013996,0.9746185,-0.9730171,Low spillover / High severity
Mammarenavirus choriomeningitidis Clone 13,Arenaviridae,other,2,0.0016013996,0.9746185,-0.9730171,Low spillover / High severity
Mammarenavirus flexalense,Arenaviridae,other,3,0.0016013996,0.85441756,-0.85281616,Low spillover / High severity
Mammarenavirus guanaritoense,Arenaviridae,other,4,0.9914488,0.9782027,0.013246119,High spillover / High severity
Mammarenavirus ippyense,Arenaviridae,other,2,0.0016013996,0.85441756,-0.85281616,Low spillover / High severity
Mammarenavirus juninense,Arenaviridae,other,4,0.9978276,0.9869128,0.010914803,High spillover / High severity
Mammarenavirus lassaense,Arenaviridae,other,4,0.9978276,0.9811658,0.016661763,High spillover / High severity
Mammarenavirus latinum,Arenaviridae,other,2,0.0016013996,0.85441756,-0.85281616,Low spillover / High severity
Mammarenavirus lujoense,Arenaviridae,other,4,0.0060108164,0.96932244,-0.9633116,Low spillover / High severity
Mammarenavirus machupoense,Arenaviridae,other,4,0.9978276,0.9811658,0.016661763,High spillover / High severity
Mammarenavirus oliverosense,Arenaviridae,other,3,0.0016013996,0.85441756,-0.85281616,Low spillover / High severity
Mammarenavirus paranaense,Arenaviridae,other,2,0.0016013996,0.9746185,-0.9730171,Low spillover / High severity
Mammarenavirus piritalense,Arenaviridae,other,3,0.0016013996,0.85441756,-0.85281616,Low spillover / High severity
Mammarenavirus praomyidis,Arenaviridae,other,3,0.0016013996,0.85441756,-0.85281616,Low spillover / High severity
Mammarenavirus tacaribeense,Arenaviridae,other,2,0.0016013996,0.85441756,-0.85281616,Low spillover / High severity
Mammarenavirus tamiamiense,Arenaviridae,other,2,0.0016013996,0.85441756,-0.85281616,Low spillover / High severity
Mammarenavirus whitewaterense,Arenaviridae,other,3,0.0029756394,0.8389285,-0.8359529,Low spillover / High severity
Mardivirus gallidalpha2,Orthoherpesviridae,dsDNA,1,0.0016013996,0.18878245,-0.18718106,Low spillover / Low severity
Mastadenovirus adami,Adenoviridae,dsDNA,2,0.0029756394,0.08596686,-0.08299122,Low spillover / Low severity
Mastadenovirus adami Adenovirus 12-SV40 hybrid virus,Adenoviridae,dsDNA,2,0.0029756394,0.08596686,-0.08299122,Low spillover / Low severity
Mastadenovirus blackbeardi,Adenoviridae,dsDNA,2,0.0016013996,0.09415098,-0.092549585,Low spillover / Low severity
